Source,Target,Type,Weight
K/DA,BLACKPINK,Undirected,1
K/DA,TWICE,Undirected,1
KAROL G,Ozuna,Undirected,1
KAROL G,Anuel AA,Undirected,1
KAROL G,Myke Towers,Undirected,1
KAROL G,Manuel Turizo,Undirected,1
KAROL G,Lunay,Undirected,1
KAROL G,Kevin Roldan,Undirected,1
KAROL G,Sebastian Yatra,Undirected,1
KAROL G,Rvssian,Undirected,1
KAROL G,Jhay Cortez,Undirected,1
KAROL G,Nio Garcia,Undirected,1
KC Rebell,RAF Camora,Undirected,1
KC Rebell,Bausa,Undirected,1
KC Rebell,Dardan,Undirected,1
KC Rebell,Kontra K,Undirected,1
KHEA,Bizarrap,Undirected,1
KHEA,Trueno,Undirected,1
KSI,S1mba,Undirected,1
KSI,Stormzy,Undirected,1
KSI,Tion Wayne,Undirected,1
Kali Uchis,SZA,Undirected,1
Kali Uchis,WILLOW,Undirected,1
Kane Brown,Dan + Shay,Undirected,1
Kane Brown,Morgan Wallen,Undirected,1
Kane Brown,Luke Combs,Undirected,1
Kanye West,Big Sean,Undirected,1
Kanye West,BROCKHAMPTON,Undirected,1
Kanye West,J. Cole,Undirected,1
Kanye West,Kid Cudi,Undirected,1
Kanye West,Baby Keem,Undirected,1
Kanye West,Kendrick Lamar,Undirected,1
Kanye West,Meek Mill,Undirected,1
Katy Perry,Britney Spears,Undirected,1
Katy Perry,Gwen Stefani,Undirected,1
Katy Perry,Kelly Clarkson,Undirected,1
Katy Perry,Miley Cyrus,Undirected,1
Katy Perry,Demi Lovato,Undirected,1
Katy Perry,Selena Gomez,Undirected,1
Katy Perry,P!nk,Undirected,1
Kehlani,Normani,Undirected,1
Kehlani,H.E.R.,Undirected,1
Kelly Clarkson,Leona Lewis,Undirected,1
Kendrick Lamar,Childish Gambino,Undirected,1
Kendrick Lamar,Kid Cudi,Undirected,1
Kendrick Lamar,J. Cole,Undirected,1
Kendrick Lamar,Big Sean,Undirected,1
Kevin Roldan,Myke Towers,Undirected,1
Kevin Roldan,Alex Rose,Undirected,1
Kevin Roldan,Lunay,Undirected,1
Kevin Roldan,Rvssian,Undirected,1
Kevin Roldan,Nio Garcia,Undirected,1
Khalid,Pink Sweat$,Undirected,1
Khalid,Kehlani,Undirected,1
Khalid,Bazzi,Undirected,1
Khalid,H.E.R.,Undirected,1
Khalid,ZAYN,Undirected,1
Khalid,Normani,Undirected,1
Khalid,Dominic Fike,Undirected,1
Khalid,benny blanco,Undirected,1
Kid Cudi,Childish Gambino,Undirected,1
Kid Cudi,Big Sean,Undirected,1
Kid Cudi,Baby Keem,Undirected,1
Kid Cudi,Bas,Undirected,1
Kid Cudi,Mac Miller,Undirected,1
KitschKrieg,RAF Camora,Undirected,1
KitschKrieg,Bonez MC,Undirected,1
KitschKrieg,Capital Bra,Undirected,1
KitschKrieg,Dardan,Undirected,1
KitschKrieg,Gzuz,Undirected,1
KitschKrieg,Ufo361,Undirected,1
KitschKrieg,Bausa,Undirected,1
Kontra K,RAF Camora,Undirected,1
Kontra K,Dardan,Undirected,1
Kontra K,KC Rebell,Undirected,1
Kontra K,Ufo361,Undirected,1
Kontra K,187 Strassenbande,Undirected,1
Kygo,Sam Feldt,Undirected,1
Kygo,Robin Schulz,Undirected,1
Kygo,Galantis,Undirected,1
Kygo,The Chainsmokers,Undirected,1
Labrinth,Bea Miller,Undirected,1
Labrinth,Tom Odell,Undirected,1
Labrinth,BØRNS,Undirected,1
Labrinth,The Neighbourhood,Undirected,1
Labrinth,Noah Cyrus,Undirected,1
Labrinth,Madison Beer,Undirected,1
Labrinth,WILLOW,Undirected,1
Lady Gaga,Sia,Undirected,1
Lady Gaga,Britney Spears,Undirected,1
Lady Gaga,MARINA,Undirected,1
Lady Gaga,Ellie Goulding,Undirected,1
Lady Gaga,Lorde,Undirected,1
Lady Gaga,Kelly Clarkson,Undirected,1
Lady Gaga,Gwen Stefani,Undirected,1
Lady Gaga,Miley Cyrus,Undirected,1
Lady Gaga,Demi Lovato,Undirected,1
Lady Gaga,Katy Perry,Undirected,1
Lana Del Rey,Lorde,Undirected,1
Lana Del Rey,MARINA,Undirected,1
Lana Del Rey,BØRNS,Undirected,1
Lana Del Rey,The Neighbourhood,Undirected,1
Lana Del Rey,Labrinth,Undirected,1
Lana Del Rey,WILLOW,Undirected,1
Lauv,Alec Benjamin,Undirected,1
Lauv,Tate McRae,Undirected,1
Lele Pons,Natti Natasha,Undirected,1
Lele Pons,ROSALÍA,Undirected,1
Lele Pons,Becky G,Undirected,1
Leona Lewis,Kelly Clarkson,Undirected,1
Lewis Capaldi,James Arthur,Undirected,1
Lewis Capaldi,Dean Lewis,Undirected,1
Lewis Capaldi,JP Saxe,Undirected,1
Liam Payne,5 Seconds of Summer,Undirected,1
Liam Payne,Harry Styles,Undirected,1
Liam Payne,One Direction,Undirected,1
Liam Payne,Camila Cabello,Undirected,1
Liam Payne,Little Mix,Undirected,1
Liam Payne,ZAYN,Undirected,1
Liam Payne,Niall Horan,Undirected,1
Liam Payne,Shawn Mendes,Undirected,1
Lil Baby,21 Savage,Undirected,1
Lil Baby,Gunna,Undirected,1
Lil Baby,NAV,Undirected,1
Lil Baby,Rod Wave,Undirected,1
Lil Baby,Lil Yachty,Undirected,1
Lil Baby,Roddy Ricch,Undirected,1
Lil Mosey,YNW Melly,Undirected,1
Lil Mosey,iann dior,Undirected,1
Lil Mosey,Cordae,Undirected,1
Lil Mosey,Internet Money,Undirected,1
Lil Mosey,Lil Tecca,Undirected,1
Lil Mosey,NAV,Undirected,1
Lil Nas X,Ashnikko,Undirected,1
Lil Nas X,The Kid LAROI,Undirected,1
Lil Nas X,Trevor Daniel,Undirected,1
Lil Nas X,Tyla Yaweh,Undirected,1
Lil Nas X,Cordae,Undirected,1
Lil Nas X,Internet Money,Undirected,1
Lil Nas X,Cardi B,Undirected,1
Lil Nas X,Don Toliver,Undirected,1
Lil Nas X,DaBaby,Undirected,1
Lil Nas X,Lil Tecca,Undirected,1
Lil Nas X,Lil Mosey,Undirected,1
Lil Nas X,Jack Harlow,Undirected,1
Lil Nas X,Megan Thee Stallion,Undirected,1
Lil Nas X,benny blanco,Undirected,1
Lil Tecca,YNW Melly,Undirected,1
Lil Tecca,Trippie Redd,Undirected,1
Lil Tecca,Cordae,Undirected,1
Lil Tecca,Internet Money,Undirected,1
Lil Tecca,DaBaby,Undirected,1
Lil Tecca,NAV,Undirected,1
Lil Tecca,Lil Mosey,Undirected,1
Lil Tecca,Roddy Ricch,Undirected,1
Lil Tecca,Polo G,Undirected,1
Lil Tjay,YNW Melly,Undirected,1
Lil Tjay,Sleepy Hallow,Undirected,1
Lil Tjay,DDG,Undirected,1
Lil Tjay,Lil Tecca,Undirected,1
Lil Tjay,Lil Mosey,Undirected,1
Lil Tjay,A Boogie Wit da Hoodie,Undirected,1
Lil Tjay,Roddy Ricch,Undirected,1
Lil Uzi Vert,Trippie Redd,Undirected,1
Lil Uzi Vert,Don Toliver,Undirected,1
Lil Uzi Vert,Gunna,Undirected,1
Lil Uzi Vert,NAV,Undirected,1
Lil Uzi Vert,Playboi Carti,Undirected,1
Lil Uzi Vert,Migos,Undirected,1
Lil Uzi Vert,Lil Yachty,Undirected,1
Lil Wayne,Big Sean,Undirected,1
Lil Wayne,French Montana,Undirected,1
Lil Wayne,Meek Mill,Undirected,1
Lil Yachty,NAV,Undirected,1
Little Mix,Demi Lovato,Undirected,1
Little Mix,Camila Cabello,Undirected,1
Little Mix,Leona Lewis,Undirected,1
Little Mix,ZAYN,Undirected,1
Little Mix,Liam Payne,Undirected,1
Lizzo,Megan Thee Stallion,Undirected,1
Lizzo,Cardi B,Undirected,1
Lizzo,Normani,Undirected,1
Lizzo,Saweetie,Undirected,1
Logic,Big Sean,Undirected,1
Logic,Joyner Lucas,Undirected,1
Logic,G-Eazy,Undirected,1
Logic,Bas,Undirected,1
Lorde,MARINA,Undirected,1
Lorde,BØRNS,Undirected,1
Los Legendarios,Tainy,Undirected,1
Los Legendarios,Milly,Undirected,1
Luan Santana,Gusttavo Lima,Undirected,1
Luan Santana,Jorge & Mateus,Undirected,1
Luke Combs,Dan + Shay,Undirected,1
Luke Combs,Kane Brown,Undirected,1
Luke Combs,Morgan Wallen,Undirected,1
Lunay,Anuel AA,Undirected,1
Lunay,Ozuna,Undirected,1
Lunay,Tainy,Undirected,1
Lunay,Myke Towers,Undirected,1
Lunay,Alex Rose,Undirected,1
Lunay,Kevin Roldan,Undirected,1
Lunay,Rvssian,Undirected,1
Lunay,Yandel,Undirected,1
Lunay,Jhay Cortez,Undirected,1
Lunay,Nio Garcia,Undirected,1
Luísa Sonza,Anitta,Undirected,1
Luísa Sonza,PEDRO SAMPAIO,Undirected,1
MARINA,Mother Mother,Undirected,1
MARINA,Melanie Martinez,Undirected,1
MAX,Mabel,Undirected,1
MAX,Ellie Goulding,Undirected,1
MAX,Bebe Rexha,Undirected,1
MAX,Camila Cabello,Undirected,1
MAX,Anne-Marie,Undirected,1
MAX,Sabrina Carpenter,Undirected,1
MAX,Clean Bandit,Undirected,1
MAX,Madison Beer,Undirected,1
MC Kevin o Chris,Niack,Undirected,1
MC Kevin o Chris,PEDRO SAMPAIO,Undirected,1
MC Zaquin,Niack,Undirected,1
MEDUZA,Topic,Undirected,1
MEDUZA,Regard,Undirected,1
MEDUZA,twocolors,Undirected,1
Mabel,Anne-Marie,Undirected,1
Mabel,Ava Max,Undirected,1
Mac Miller,Childish Gambino,Undirected,1
Mac Miller,BROCKHAMPTON,Undirected,1
Mac Miller,Big Sean,Undirected,1
Mac Miller,Kid Cudi,Undirected,1
Mac Miller,Kendrick Lamar,Undirected,1
Machine Gun Kelly,jxdn,Undirected,1
Machine Gun Kelly,iann dior,Undirected,1
Macklemore & Ryan Lewis,Gym Class Heroes,Undirected,1
Madison Beer,Bazzi,Undirected,1
Madison Beer,Tate McRae,Undirected,1
Madison Beer,Bea Miller,Undirected,1
Madison Beer,Camila Cabello,Undirected,1
Major Lazer,Galantis,Undirected,1
Major Lazer,DJ Snake,Undirected,1
Malu,Ozuna,Undirected,1
Malu,Cali Y El Dandee,Undirected,1
Malu,Manuel Turizo,Undirected,1
Malu,Kevin Roldan,Undirected,1
Malu,J Balvin,Undirected,1
Malu,Natti Natasha,Undirected,1
Malu,Piso 21,Undirected,1
Malu,Sebastian Yatra,Undirected,1
Malu,Nio Garcia,Undirected,1
Maluma,Ozuna,Undirected,1
Maluma,Cali Y El Dandee,Undirected,1
Maluma,Manuel Turizo,Undirected,1
Maluma,Kevin Roldan,Undirected,1
Maluma,J Balvin,Undirected,1
Maluma,Natti Natasha,Undirected,1
Maluma,Piso 21,Undirected,1
Maluma,Sebastian Yatra,Undirected,1
Maluma,Nio Garcia,Undirected,1
Manuel Turizo,Ozuna,Undirected,1
Manuel Turizo,KAROL G,Undirected,1
Manuel Turizo,Lunay,Undirected,1
Manuel Turizo,Piso 21,Undirected,1
Manuel Turizo,Wisin,Undirected,1
Manuel Turizo,Sebastian Yatra,Undirected,1
Manuel Turizo,Rvssian,Undirected,1
Manuel Turizo,Nio Garcia,Undirected,1
Mari Fernandez,Jonas Esticado,Undirected,1
Mari Fernandez,Matheus Fernandes,Undirected,1
Maroon 5,Kelly Clarkson,Undirected,1
Maroon 5,Jason Mraz,Undirected,1
Maroon 5,Jason Derulo,Undirected,1
Maroon 5,Clean Bandit,Undirected,1
Maroon 5,OneRepublic,Undirected,1
Maroon 5,Shawn Mendes,Undirected,1
Maroon 5,Jonas Brothers,Undirected,1
Marshmello,Kygo,Undirected,1
Marshmello,Galantis,Undirected,1
Marshmello,benny blanco,Undirected,1
Marshmello,The Chainsmokers,Undirected,1
Martin Garrix,Galantis,Undirected,1
Masked Wolf,Arizona Zervas,Undirected,1
Masked Wolf,Tyla Yaweh,Undirected,1
Matheus Fernandes,Jonas Esticado,Undirected,1
Matheus Fernandes,Mari Fernandez,Undirected,1
Matthew Wilder,Wham!,Undirected,1
Mc Poze do Rodo,Kawe,Undirected,1
Meek Mill,Big Sean,Undirected,1
Meek Mill,Tory Lanez,Undirected,1
Meek Mill,French Montana,Undirected,1
Megan Thee Stallion,BIA,Undirected,1
Megan Thee Stallion,Cardi B,Undirected,1
Megan Thee Stallion,Normani,Undirected,1
Meghan Trainor,Maroon 5,Undirected,1
Meghan Trainor,5 Seconds of Summer,Undirected,1
Meghan Trainor,Selena Gomez,Undirected,1
Meghan Trainor,Becky G,Undirected,1
Meghan Trainor,Ariana Grande,Undirected,1
Meghan Trainor,Sam Smith,Undirected,1
Meghan Trainor,Shawn Mendes,Undirected,1
Melanie Martinez,Mother Mother,Undirected,1
Melanie Martinez,Lorde,Undirected,1
Melanie Martinez,MARINA,Undirected,1
Melanie Martinez,Conan Gray,Undirected,1
Melanie Martinez,Halsey,Undirected,1
Melanie Martinez,Madison Beer,Undirected,1
Melanie Martinez,Bea Miller,Undirected,1
Michael Bublé,Nat King Cole,Undirected,1
Michael Bublé,Tony Bennett,Undirected,1
Michael Bublé,Perry Como,Undirected,1
Michael Bublé,Frank Sinatra,Undirected,1
Michael Bublé,Andy Williams,Undirected,1
Michael Bublé,Dean Martin,Undirected,1
Michael Jackson,Wham!,Undirected,1
Michael Jackson,The Jackson 5,Undirected,1
Michael Jackson,Stevie Wonder,Undirected,1
Migos,Lil Uzi Vert,Undirected,1
Migos,21 Savage,Undirected,1
Migos,A$AP Ferg,Undirected,1
Migos,Lil Baby,Undirected,1
Migos,Gunna,Undirected,1
Migos,NAV,Undirected,1
Migos,Lil Yachty,Undirected,1
Miksu / Macloud,Zuna,Undirected,1
Miksu / Macloud,KALIM,Undirected,1
Miley Cyrus,Britney Spears,Undirected,1
Miley Cyrus,Kelly Clarkson,Undirected,1
Miley Cyrus,Demi Lovato,Undirected,1
Miley Cyrus,Camila Cabello,Undirected,1
Miley Cyrus,Selena Gomez,Undirected,1
Miley Cyrus,Jonas Brothers,Undirected,1
Mora,Rvssian,Undirected,1
Mora,Harry Nach,Undirected,1
Mora,Tainy,Undirected,1
Mora,Dímelo Flow,Undirected,1
Morgan Wallen,Dan + Shay,Undirected,1
Morgan Wallen,Kane Brown,Undirected,1
Morgan Wallen,Luke Combs,Undirected,1
Mother Mother,Beach Bunny,Undirected,1
Murda,Lil Yachty,Undirected,1
Mustard,Ty Dolla $ign,Undirected,1
Mustard,French Montana,Undirected,1
Myke Towers,Anuel AA,Undirected,1
Myke Towers,Alex Rose,Undirected,1
Myke Towers,Lunay,Undirected,1
Myke Towers,Kevin Roldan,Undirected,1
Myke Towers,Dalex,Undirected,1
Myke Towers,Rvssian,Undirected,1
Myke Towers,Jhay Cortez,Undirected,1
Myke Towers,Nio Garcia,Undirected,1
Myke Towers,Rauw Alejandro,Undirected,1
Måneskin,Fedez,Undirected,1
Måneskin,Francesca Michielin,Undirected,1
NAV,21 Savage,Undirected,1
NAV,Don Toliver,Undirected,1
NAV,Gunna,Undirected,1
NAV,Lil Tecca,Undirected,1
NAV,Lil Yachty,Undirected,1
NF,Arizona Zervas,Undirected,1
NF,Joyner Lucas,Undirected,1
NLE Choppa,DDG,Undirected,1
Nat King Cole,Dean Martin,Undirected,1
Nat King Cole,Andy Williams,Undirected,1
Nat King Cole,Bing Crosby,Undirected,1
Nat King Cole,Perry Como,Undirected,1
Natalie Taylor,BANNERS,Undirected,1
Natalie Taylor,Dean Lewis,Undirected,1
Natalie Taylor,JP Saxe,Undirected,1
Natti Natasha,Ozuna,Undirected,1
Natti Natasha,Anuel AA,Undirected,1
Natti Natasha,Manuel Turizo,Undirected,1
Natti Natasha,KAROL G,Undirected,1
Natti Natasha,Lunay,Undirected,1
Natti Natasha,Farruko,Undirected,1
Natti Natasha,Justin Quiles,Undirected,1
Natti Natasha,Yandel,Undirected,1
Natti Natasha,Tainy,Undirected,1
Nelly Furtado,Britney Spears,Undirected,1
Nelly Furtado,Justin Timberlake,Undirected,1
Nelly Furtado,Gwen Stefani,Undirected,1
Nelly Furtado,Black Eyed Peas,Undirected,1
Nelly Furtado,Kylie Minogue,Undirected,1
Niall Horan,5 Seconds of Summer,Undirected,1
Niall Horan,Harry Styles,Undirected,1
Niall Horan,One Direction,Undirected,1
Niall Horan,Anne-Marie,Undirected,1
Niall Horan,ZAYN,Undirected,1
Niall Horan,Jonas Brothers,Undirected,1
Niall Horan,Shawn Mendes,Undirected,1
Niall Horan,Liam Payne,Undirected,1
Nicki Minaj,BIA,Undirected,1
Nicki Minaj,Jhené Aiko,Undirected,1
Nicki Minaj,Kehlani,Undirected,1
Nicki Minaj,Cardi B,Undirected,1
Nicki Minaj,Normani,Undirected,1
Nicki Minaj,Megan Thee Stallion,Undirected,1
Nicky Jam,Jowell & Randy,Undirected,1
Nicky Jam,Farruko,Undirected,1
Nicky Jam,Arcangel,Undirected,1
Nicky Jam,Wisin,Undirected,1
Nicky Jam,Yandel,Undirected,1
Ninho,Maes,Undirected,1
Ninho,Gradur,Undirected,1
Nio Garcia,Anuel AA,Undirected,1
Nio Garcia,Ozuna,Undirected,1
Nio Garcia,Myke Towers,Undirected,1
Nio Garcia,Manuel Turizo,Undirected,1
Nio Garcia,KAROL G,Undirected,1
Nio Garcia,Lunay,Undirected,1
Nio Garcia,Kevin Roldan,Undirected,1
Nio Garcia,Rvssian,Undirected,1
Nio Garcia,Jhay Cortez,Undirected,1
Noah Cyrus,Ashe,Undirected,1
Noah Cyrus,Alexander 23,Undirected,1
Noah Cyrus,Bea Miller,Undirected,1
Noah Cyrus,JP Saxe,Undirected,1
Normani,Kehlani,Undirected,1
Ofenbach,Sam Feldt,Undirected,1
Ofenbach,Robin Schulz,Undirected,1
Olivia Rodrigo,Mimi Webb,Undirected,1
Olivia Rodrigo,5 Seconds of Summer,Undirected,1
Olivia Rodrigo,Harry Styles,Undirected,1
Olivia Rodrigo,Conan Gray,Undirected,1
Olivia Rodrigo,Ashe,Undirected,1
Olivia Rodrigo,Sabrina Carpenter,Undirected,1
Olivia Rodrigo,Tate McRae,Undirected,1
Olivia Rodrigo,Niall Horan,Undirected,1
Olivia Rodrigo,Noah Cyrus,Undirected,1
Olivia Rodrigo,Madison Beer,Undirected,1
One Direction,5 Seconds of Summer,Undirected,1
One Direction,Demi Lovato,Undirected,1
One Direction,Little Mix,Undirected,1
One Direction,ZAYN,Undirected,1
One Direction,Niall Horan,Undirected,1
One Direction,Jonas Brothers,Undirected,1
One Direction,Liam Payne,Undirected,1
OneRepublic,James Arthur,Undirected,1
OneRepublic,Imagine Dragons,Undirected,1
OneRepublic,Maroon 5,Undirected,1
Os Barões Da Pisadinha,Jonas Esticado,Undirected,1
Os Barões Da Pisadinha,Israel & Rodolffo,Undirected,1
Os Barões Da Pisadinha,Tarcísio do Acordeon,Undirected,1
Os Barões Da Pisadinha,Hugo & Guilherme,Undirected,1
Os Barões Da Pisadinha,Wesley Safadão,Undirected,1
Os Barões Da Pisadinha,Diego & Victor Hugo,Undirected,1
Os Barões Da Pisadinha,Raí Saia Rodada,Undirected,1
Ozuna,Anuel AA,Undirected,1
Ozuna,Tainy,Undirected,1
Ozuna,Manuel Turizo,Undirected,1
Ozuna,KAROL G,Undirected,1
Ozuna,Lunay,Undirected,1
Ozuna,Kevin Roldan,Undirected,1
Ozuna,Bad Bunny,Undirected,1
Ozuna,Rvssian,Undirected,1
Ozuna,Yandel,Undirected,1
Ozuna,Jhay Cortez,Undirected,1
Ozuna,Nio Garcia,Undirected,1
Ozuna,Rauw Alejandro,Undirected,1
P!nk,Leona Lewis,Undirected,1
P!nk,Gwen Stefani,Undirected,1
P!nk,Kelly Clarkson,Undirected,1
P!nk,Katy Perry,Undirected,1
PARTYNEXTDOOR,Bryson Tiller,Undirected,1
PARTYNEXTDOOR,Jhené Aiko,Undirected,1
PARTYNEXTDOOR,Tory Lanez,Undirected,1
PARTYNEXTDOOR,Brent Faiyaz,Undirected,1
PEDRO SAMPAIO,Mc Zaac,Undirected,1
PEDRO SAMPAIO,Luísa Sonza,Undirected,1
PUBLIC,BANNERS,Undirected,1
Passenger,Vance Joy,Undirected,1
Paul McCartney,Elton John,Undirected,1
Paul McCartney,John Lennon,Undirected,1
Paul McCartney,The Beach Boys,Undirected,1
Pentatonix,Meghan Trainor,Undirected,1
Perry Como,Brenda Lee,Undirected,1
Perry Como,Andy Williams,Undirected,1
Perry Como,Burl Ives,Undirected,1
Petter Ferraz,Malu,Undirected,1
Piso 21,Cali Y El Dandee,Undirected,1
Piso 21,Manuel Turizo,Undirected,1
Piso 21,Maluma,Undirected,1
Piso 21,Sebastian Yatra,Undirected,1
Playboi Carti,Lil Uzi Vert,Undirected,1
Playboi Carti,21 Savage,Undirected,1
Playboi Carti,Don Toliver,Undirected,1
Playboi Carti,Gunna,Undirected,1
Playboi Carti,NAV,Undirected,1
Playboi Carti,Lil Yachty,Undirected,1
Polo G,G Herbo,Undirected,1
Polo G,YNW Melly,Undirected,1
Polo G,NLE Choppa,Undirected,1
Polo G,Trippie Redd,Undirected,1
Polo G,Sleepy Hallow,Undirected,1
Polo G,Internet Money,Undirected,1
Polo G,Gunna,Undirected,1
Polo G,DDG,Undirected,1
Polo G,Lil Tjay,Undirected,1
Polo G,Lil Tecca,Undirected,1
Polo G,NAV,Undirected,1
Polo G,Lil Mosey,Undirected,1
Polo G,Roddy Ricch,Undirected,1
Pooh Shiesty,Money Man,Undirected,1
Pop Smoke,Mustard,Undirected,1
Pop Smoke,Russ Millions,Undirected,1
Pop Smoke,Lil Baby,Undirected,1
Pop Smoke,Internet Money,Undirected,1
Pop Smoke,Gunna,Undirected,1
Pop Smoke,DDG,Undirected,1
Pop Smoke,Lil Tjay,Undirected,1
Pop Smoke,Lil Tecca,Undirected,1
Pop Smoke,NAV,Undirected,1
Pop Smoke,Roddy Ricch,Undirected,1
Pop Smoke,Polo G,Undirected,1
Post Malone,A$AP Ferg,Undirected,1
Post Malone,Tyla Yaweh,Undirected,1
Post Malone,Bazzi,Undirected,1
Post Malone,SAINt JHN,Undirected,1
Post Malone,Internet Money,Undirected,1
Post Malone,NAV,Undirected,1
Post Malone,Lil Mosey,Undirected,1
Post Malone,Migos,Undirected,1
Post Malone,French Montana,Undirected,1
Queen,Elton John,Undirected,1
Queen,Journey,Undirected,1
Queen,John Lennon,Undirected,1
ROSALÍA,C. Tangana,Undirected,1
ROSALÍA,Lele Pons,Undirected,1
ROSÉ,AC/DC,Undirected,1
Rauw Alejandro,Ozuna,Undirected,1
Rauw Alejandro,Anuel AA,Undirected,1
Rauw Alejandro,Myke Towers,Undirected,1
Rauw Alejandro,Alex Rose,Undirected,1
Rauw Alejandro,Lunay,Undirected,1
Rauw Alejandro,Dalex,Undirected,1
Rauw Alejandro,Jhay Cortez,Undirected,1
Rauw Alejandro,Nio Garcia,Undirected,1
Raí Saia Rodada,Jonas Esticado,Undirected,1
Raí Saia Rodada,Matheus Fernandes,Undirected,1
Raí Saia Rodada,Tarcísio do Acordeon,Undirected,1
Red Velvet,TWICE,Undirected,1
Red Velvet,Red Velvet - IRENE & SEULGI,Undirected,1
Regard,Topic,Undirected,1
Regard,twocolors,Undirected,1
Rich Music LTD,Jerry Di,Undirected,1
Rich Music LTD,Super Yei,Undirected,1
Rich Music LTD,Alex Rose,Undirected,1
Rich Music LTD,Kevin Roldan,Undirected,1
Rich Music LTD,Dalex,Undirected,1
Rich Music LTD,Milly,Undirected,1
Rich Music LTD,Dímelo Flow,Undirected,1
Rich Music LTD,Rvssian,Undirected,1
Rich Music LTD,Feid,Undirected,1
Riton,Majestic,Undirected,1
Robin Schulz,Sam Feldt,Undirected,1
Robin Schulz,Ofenbach,Undirected,1
Rod Wave,Money Man,Undirected,1
Roddy Ricch,YNW Melly,Undirected,1
Roddy Ricch,Lil Baby,Undirected,1
Roddy Ricch,Gunna,Undirected,1
Roddy Ricch,DaBaby,Undirected,1
Roddy Ricch,NAV,Undirected,1
Roddy Ricch,Lil Tecca,Undirected,1
Roddy Ricch,Lil Mosey,Undirected,1
Rusherking,Tiago PZK,Undirected,1
Russ Millions,Tion Wayne,Undirected,1
Rvssian,Anuel AA,Undirected,1
Rvssian,Alex Rose,Undirected,1
Rvssian,Lunay,Undirected,1
Rvssian,Kevin Roldan,Undirected,1
Rvssian,Nio Garcia,Undirected,1
SAINt JHN,Tyla Yaweh,Undirected,1
SAINt JHN,NAV,Undirected,1
SZA,Kali Uchis,Undirected,1
SZA,Jhené Aiko,Undirected,1
SZA,Kehlani,Undirected,1
SZA,H.E.R.,Undirected,1
Sabrina Carpenter,Madison Beer,Undirected,1
Sabrina Carpenter,Demi Lovato,Undirected,1
Sabrina Carpenter,Bea Miller,Undirected,1
Sabrina Carpenter,Camila Cabello,Undirected,1
Sam Fischer,JP Saxe,Undirected,1
Sam Smith,James Arthur,Undirected,1
Sam Smith,Sam Fischer,Undirected,1
Sam Smith,Ellie Goulding,Undirected,1
Sam Smith,John Legend,Undirected,1
Sam Smith,Dean Lewis,Undirected,1
Sam Smith,ZAYN,Undirected,1
Sam Smith,Niall Horan,Undirected,1
Sam Smith,Lewis Capaldi,Undirected,1
Samra,Zuna,Undirected,1
Sara Kays,Alexander 23,Undirected,1
Sarah Cothran,Ashe,Undirected,1
Sarah Cothran,Sara Kays,Undirected,1
Saweetie,BIA,Undirected,1
Saweetie,Megan Thee Stallion,Undirected,1
Sebastian Yatra,Camilo,Undirected,1
Sebastian Yatra,Manuel Turizo,Undirected,1
Sebastian Yatra,KAROL G,Undirected,1
Sebastian Yatra,Piso 21,Undirected,1
Sebastian Yatra,Nio Garcia,Undirected,1
Sech,Anuel AA,Undirected,1
Sech,Ozuna,Undirected,1
Sech,Tainy,Undirected,1
Sech,Myke Towers,Undirected,1
Sech,Manuel Turizo,Undirected,1
Sech,Lunay,Undirected,1
Sech,Kevin Roldan,Undirected,1
Sech,Arcangel,Undirected,1
Sech,Wisin,Undirected,1
Sech,Rvssian,Undirected,1
Sech,Yandel,Undirected,1
Sech,Jhay Cortez,Undirected,1
Sech,Nio Garcia,Undirected,1
Selena Gomez,Miley Cyrus,Undirected,1
Selena Gomez,Demi Lovato,Undirected,1
Selena Gomez,Camila Cabello,Undirected,1
Selena Gomez,Sabrina Carpenter,Undirected,1
Selena Gomez,ZAYN,Undirected,1
Selena Gomez,Halsey,Undirected,1
Selena Gomez,Madison Beer,Undirected,1
Selena Gomez,Bea Miller,Undirected,1
Shawn Mendes,5 Seconds of Summer,Undirected,1
Shawn Mendes,Bazzi,Undirected,1
Shawn Mendes,Demi Lovato,Undirected,1
Shawn Mendes,Camila Cabello,Undirected,1
Shawn Mendes,Selena Gomez,Undirected,1
Shawn Mendes,Meghan Trainor,Undirected,1
Shawn Mendes,ZAYN,Undirected,1
Shawn Mendes,Niall Horan,Undirected,1
Shawn Mendes,Liam Payne,Undirected,1
Shirin David,Juju,Undirected,1
Shirin David,Zuna,Undirected,1
Shirin David,Dardan,Undirected,1
Sia,Ava Max,Undirected,1
Sia,Lorde,Undirected,1
Sia,Ellie Goulding,Undirected,1
Sia,Adele,Undirected,1
Sia,Bebe Rexha,Undirected,1
Sia,Anne-Marie,Undirected,1
Sia,Lady Gaga,Undirected,1
Sia,Clean Bandit,Undirected,1
Sia,Halsey,Undirected,1
Sleepy Hallow,DDG,Undirected,1
StarBoi3,BIA,Undirected,1
StarBoi3,Erica Banks,Undirected,1
StarBoi3,Bebe Rexha,Undirected,1
StarBoi3,Anne-Marie,Undirected,1
StarBoi3,Normani,Undirected,1
StarBoi3,Saweetie,Undirected,1
StaySolidRocky,Lil Mosey,Undirected,1
StaySolidRocky,Internet Money,Undirected,1
StaySolidRocky,Arizona Zervas,Undirected,1
Stormzy,Octavian,Undirected,1
Surf Mesa,Topic,Undirected,1
